
KI-10 simulator Open SIMH V4.1-0 Current        git commit id: a483514b+uncommitted-changes
Memory size changed: CPU0 = 512KW
/tmp/claude-1000/-home-deltaprism-arpanet/ef23d23f-4517-4df6-a113-1c4da8dc08db/scratchpad/offline-exam/offline-exam.do-4> restore -F /tmp/claude-1000/-home-deltaprism-arpanet/ef23d23f-4517-4df6-a113-1c4da8dc08db/scratchpad/offline-exam/host69-live.state
%SIM-INFO: LPT: creating new file
%SIM-ERROR: MTA0: Can't open 'media/system.tap': No such file or directory
Error Attaching MTA to media/system.tap
===SCALARS===
71537:	000000000000
71540:	000000000000
71541:	000000000000
71542:	000000000000
71543:	000000000000
71544:	000000000000
71545:	000000000000
71546:	000000000000
71547:	000000000000
71550:	000000000000
71551:	000000000000
71552:	000000000000
71553:	000000000000
71554:	000000000000
71555:	000000000000
71556:	000000000000
71557:	000000000000
71560:	000000000000
71561:	000000000000
71562:	000000000000
71563:	000000000000
71564:	000000000000
71565:	000000000000
71566:	000000000000
71567:	000000000000
71570:	000000000000
71571:	000000000000
71572:	000000000000
71573:	000000000000
71574:	000000000000
71575:	000000000000
71576:	000000000000
71577:	000000000000
71600:	000000000000
71601:	000000000000
71602:	000000000000
71603:	000000000000
71604:	000000000000
71605:	000000000000
71606:	000000000000
71607:	000000000000
71610:	000000000000
71611:	000000000000
71612:	000000000000
71613:	000000000000
71614:	000000000000
71615:	000000000000
71616:	000000000000
71617:	000000000000
71620:	000000000000
71621:	000000000000
71622:	000000000000
71623:	000000000000
71624:	000000000000
71625:	000000000000
71626:	000000000000
71627:	000000000000
===DONE===
Goodbye
